Mode,Month,State,Load Port,Species,End Use,Country,Quantity,Year
Sea,Nov,NT,Darwin,Cattle,Slaughter,Malaysia,1188,2014
Sea,Nov,WA,Geraldton,Cattle,Feeder,Indonesia,2651,2014
Sea,Nov,WA,Geraldton,Cattle,Slaughter,Indonesia,356,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Vietnam,1297,2014
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,1815,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Indonesia,1941,2014
Air,Nov,WA,Perth,Goats,Slaughter,Malaysia,100,2014
Sea,Nov,QLD,Townsville,Cattle,Slaughter,Vietnam,4069,2014
Air,Nov,NSW,Sydney,Goats,Slaughter,Malaysia,910,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Indonesia,52,2014
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,3143,2014
Sea,Nov,NT,Darwin,Buffalo,Slaughter,Vietnam,370,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Vietnam,945,2014
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,98,2014
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Kuwait,39217,2014
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Bahrain,20000,2014
Sea,Nov,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,8000,2014
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Oman,5000,2014
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,3814,2014
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Kuwait,3968,2014
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,96,2014
Sea,Nov,QLD,Brisbane,Cattle,Feeder,Japan,660,2014
Sea,Nov,QLD,Brisbane,Cattle,Feeder,Japan,420,2014
Sea,Nov,WA,Fremantle,Cattle,Breeder,Malaysia,17,2014
Sea,Nov,WA,Fremantle,Cattle,Slaughter,Malaysia,1412,2014
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Malaysia,500,2014
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Jordan,38136,2014
Sea,Nov,WA,Fremantle,Sheep,Feeder,Israel,24000,2014
Sea,Nov,WA,Fremantle,Cattle,Feeder,Israel,9958,2014
Air,Nov,WA,Perth,Goats,Slaughter,Malaysia,109,2014
Air,Nov,VIC,Melbourne,Alpacas,Breeder,New Zealand,70,2014
Air,Nov,VIC,Melbourne,Sheep,Breeder,New Zealand,4,2014
Air,Nov,NSW,Sydney,Goats,Slaughter,Malaysia,1028,2014
Air,Nov,NSW,Sydney,Sheep,Slaughter,Malaysia,337,2014
Air,Dec,SA,Adelaide,Goats,Slaughter,Malaysia,2101,2014
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia,160,2014
Air,Dec,VIC,Melbourne,Goats,Breeder,United Arab Emirates,147,2014
Sea,Dec,VIC,Portland,Cattle,Breeder,China,2297,2014
Sea,Dec,WA,Wyndham,Cattle,Feeder,Indonesia,2547,2014
Sea,Dec,WA,Wyndham,Cattle,Slaughter,Indonesia,850,2014
Sea,Dec,WA,Fremantle,Cattle,Breeder,Pakistan,622,2014
Sea,Dec,QLD,Townsville,Cattle,Slaughter,Indonesia,4926,2014
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia,11713,2014
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Kuwait,16742,2014
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Bahrain,25000,2014
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Qatar,30000,2014
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Kuwait,5482,2014
Sea,Dec,VIC,Portland,Cattle,Breeder,Russia,1077,2014
Sea,Dec,VIC,Portland,Cattle,Feeder,Russia,14711,2014
Air,Dec,NSW,Sydney,Goats,Breeder,Philippines,109,2014
Air,Dec,NSW,Sydney,Sheep,Breeder,Philippines,41,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,9896,2014
Sea,Dec,NT,Darwin,Cattle,Slaughter,Indonesia,1901,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,6746,2014
Air,Dec,NSW,Sydney,Cattle,Breeder,Malaysia,121,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,4158,2014
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,88,2014
Air,Dec,NSW,Sydney,Sheep,Breeder,Argentina,14,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,2571,2014
Sea,Dec,NT,Darwin,Cattle,Slaughter,Indonesia,306,2014
Sea,Dec,QLD,Karumba,Cattle,Feeder,Indonesia,2008,2014
Air,Dec,NSW,Sydney,Cattle,Breeder,Vietnam,222,2014
Sea,Dec,VIC,Portland,Cattle,Breeder,China,3500,2014
Sea,Dec,NT,Darwin,Cattle,Breeder,Vietnam,477,2014
Sea,Dec,NT,Darwin,Cattle,Slaughter,Vietnam,4934,2014
Sea,Dec,WA,Fremantle,Cattle,Feeder,Turkey,2295,2014
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,96,2014
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,48,2014
Air,Dec,WA,Perth,Goats,Slaughter,Malaysia,53,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,2680,2014
Sea,Dec,NT,Darwin,Cattle,Slaughter,Indonesia,200,2014
Sea,Dec,VIC,Portland,Cattle,Breeder,China,4104,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,3895,2014
Sea,Dec,QLD,Karumba,Cattle,Feeder,Indonesia,1993,2014
Air,Dec,VIC,Melbourne,Cattle,Breeder,China,90,2014
Air,Dec,NSW,Sydney,Cattle,Breeder,Malaysia,148,2014
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,98,2014
Air,Dec,VIC,Melbourne,Goats,Breeder,United Arab Emirates,72,2014
Air,Dec,NSW,Sydney,Goats,Slaughter,Malaysia,1499,2014
Air,Dec,NSW,Sydney,Sheep,Slaughter,Malaysia,89,2014
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,91,2014
Sea,Dec,VIC,Portland,Cattle,Breeder,China,10685,2014
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,100,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,2918,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,3673,2014
Sea,Dec,NT,Darwin,Cattle,Slaughter,Indonesia,226,2014
Sea,Dec,QLD,Townsville,Cattle,Slaughter,Vietnam,4241,2014
Air,Dec,NSW,Sydney,Sheep,Breeder,Argentina,6,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,401,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,1600,2014
Sea,Dec,WA,Fremantle,Cattle,Feeder,Indonesia,1894,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,2487,2014
Sea,Dec,NT,Darwin,Cattle,Slaughter,Indonesia,252,2014
Air,Dec,SA,Adelaide,Goats,Slaughter,Malaysia,1702,2014
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia,386,2014
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,100,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,5089,2014
Sea,Dec,NT,Darwin,Cattle,Slaughter,Indonesia,1507,2014
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia,103,2014
Air,Dec,NSW,Sydney,Cattle,Breeder,Vietnam,195,2014
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,100,2014
Air,Dec,NSW,Sydney,Goats,Breeder,Malaysia,89,2014
Sea,Dec,NT,Darwin,Buffalo,Slaughter,Vietnam,25,2014
Sea,Dec,NT,Darwin,Cattle,Slaughter,Vietnam,1299,2014
Air,Dec,NSW,Sydney,Goats,Breeder,Sarawak,225,2014
Air,Dec,NSW,Sydney,Sheep,Breeder,Sarawak,182,2014
Air,Dec,WA,Perth,Sheep,Breeder,Malaysia,98,2014
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia,3756,2014
Sea,Dec,NT,Darwin,Cattle,Slaughter,Indonesia,60,2014
Sea,Dec,WA,Fremantle,Sheep,Feeder,Israel,17500,2014
Sea,Dec,WA,Fremantle,Cattle,Feeder,Israel,11914,2014
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Jordan,42327,2014
Sea,Dec,NT,Darwin,Cattle,Slaughter,Vietnam,3178,2014
Air,Dec,NSW,Sydney,Goats,Slaughter,Malaysia,949,2014
Air,Dec,NSW,Sydney,Sheep,Slaughter,Malaysia,1350,2014
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,54,2014
Air,Dec,WA,Perth,Goats,Slaughter,Malaysia,60,2014
Sea,Dec,WA,Fremantle,Cattle,Slaughter,Qatar,150,2014
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Bahrain,20562,2014
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Qatar,51550,2014
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Oman,4067,2014
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,79,2014
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia,52,2014
Air,Dec,WA,Perth,Goats,Slaughter,Malaysia,56,2014
Sea,Jan,QLD,Brisbane,Cattle,Feeder,Japan,420,2015
Sea,Jan,QLD,Brisbane,Cattle,Feeder,Japan,659,2015
Sea,Jan,WA,Geraldton,Cattle,Slaughter,Vietnam,2077,2015
Sea,Jan,NT,Darwin,Cattle,Slaughter,Vietnam,1240,2015
Sea,Jan,SA,Port Adelaide,Cattle,Feeder,Russia,15141,2015
Sea,Jan,QLD,Townsville,Cattle,Breeder,Vietnam,151,2015
Sea,Jan,QLD,Townsville,Cattle,Slaughter,Vietnam,4621,2015
Sea,Jan,VIC,Portland,Cattle,Feeder,Israel,2107,2015
Sea,Jan,WA,Fremantle,Cattle,Slaughter,Vietnam,2638,2015
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia,78,2015
Air,Jan,WA,Perth,Goats,Slaughter,Malaysia,24,2015
Sea,Jan,QLD,Townsville,Cattle,Slaughter,Vietnam,1386,2015
Sea,Jan,QLD,Townsville,Cattle,Feeder,Vietnam,740,2015
Air,Jan,WA,Perth,Sheep,Breeder,Malaysia,112,2015
Air,Jan,WA,Perth,Goats,Slaughter,Malaysia,176,2015
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia,100,2015
Sea,Jan,NT,Darwin,Cattle,Slaughter,Vietnam,2509,2015
Sea,Jan,WA,Fremantle,Cattle,Slaughter,Thailand,1352,2015
Air,Jan,WA,Perth,Sheep,Breeder,Malaysia,111,2015
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia,94,2015
Sea,Jan,WA,Fremantle,Cattle,Feeder,Israel,2078,2015
Sea,Jan,QLD,Townsville,Cattle,Feeder,Vietnam,2457,2015
Sea,Jan,QLD,Townsville,Cattle,Breeder,Vietnam,1337,2015
Air,Jan,VIC,Melbourne,Sheep,Breeder,China,1438,2015
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia,91,2015
Air,Jan,VIC,Melbourne,Sheep,Breeder,China,1431,2015
Air,Jan,NSW,Sydney,Cattle,Breeder,Vietnam,222,2015
Sea,Jan,QLD,Karumba,Cattle,Slaughter,Vietnam,1260,2015
Air,Jan,NSW,Sydney,Goats,Breeder,Nepal,32,2015
Air,Jan,VIC,Melbourne,Goats,Breeder,United Arab Emirates,128,2015
Air,Jan,VIC,Melbourne,Sheep,Breeder,United Arab Emirates,21,2015
Sea,Jan,QLD,Townsville,Cattle,Slaughter,Vietnam,4310,2015
Air,Jan,WA,Perth,Sheep,Breeder,Malaysia,112,2015
Sea,Jan,VIC,Geelong,Cattle,Breeder,China,6100,2015
Air,Jan,WA,Perth,Sheep,Breeder,Malaysia,98,2015
Air,Jan,NSW,Sydney,Goats,Breeder,Nepal,24,2015
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia,92,2015
Air,Jan,NSW,Sydney,Goats,Slaughter,Malaysia,1417,2015
Air,Jan,NSW,Sydney,Sheep,Slaughter,Malaysia,1000,2015
Air,Jan,NSW,Sydney,Goats,Breeder,Nepal,23,2015
Sea,Jan,VIC,Portland,Cattle,Breeder,China,2447,2015
Air,Jan,VIC,Melbourne,Sheep,Breeder,China,1569,2015
Sea,Jan,NT,Darwin,Cattle,Slaughter,Sarawak,300,2015
Sea,Jan,NT,Darwin,Cattle,Slaughter,Brunei Darussalam,1029,2015
Sea,Jan,NT,Darwin,Cattle,Slaughter,Malaysia,270,2015
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia,92,2015
Sea,Jan,NT,Darwin,Cattle,Feeder,Indonesia,2871,2015
Sea,Jan,NT,Darwin,Cattle,Slaughter,Vietnam,1428,2015
Sea,Jan,QLD,Townsville,Cattle,Feeder,Indonesia,4103,2015
Sea,Jan,WA,Fremantle,Cattle,Slaughter,Vietnam,2028,2015
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia,90,2015
Sea,Jan,QLD,Townsville,Cattle,Feeder,Indonesia,2865,2015
Air,Jan,VIC,Melbourne,Cattle,Breeder,Vietnam,205,2015
Air,Jan,SA,Adelaide,Goats,Slaughter,Malaysia,869,2015
Air,Jan,SA,Adelaide,Sheep,Slaughter,Malaysia,924,2015
Air,Jan,SA,Adelaide,Cattle,Slaughter,Malaysia,56,2015
Air,Jan,NSW,Sydney,Cattle,Breeder,Vietnam,222,2015
Sea,Jan,NT,Darwin,Cattle,Feeder,Indonesia,3803,2015
Air,Jan,NSW,Sydney,Cattle,Breeder,Japan,12,2015
Air,Jan,NSW,Sydney,Buffalo,Breeder,Japan,4,2015
Sea,Jan,SA,Port Adelaide,Cattle,Slaughter,Vietnam,4164,2015
Sea,Jan,NT,Darwin,Cattle,Feeder,Indonesia,3326,2015
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia,79,2015
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia,98,2015
Sea,Jan,QLD,Townsville,Cattle,Slaughter,Vietnam,4642,2015
Sea,Jan,NT,Darwin,Cattle,Feeder,Indonesia,3885,2015
Air,Jan,NSW,Sydney,Goats,Breeder,Philippines,25,2015
Air,Jan,NSW,Sydney,Sheep,Breeder,Philippines,17,2015
Air,Jan,NSW,Sydney,Goats,Slaughter,Malaysia,1167,2015
Air,Jan,NSW,Sydney,Sheep,Slaughter,Malaysia,300,2015
Sea,Feb,WA,Fremantle,Cattle,Slaughter,Malaysia,1898,2015
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Malaysia,800,2015
Sea,Feb,WA,Fremantle,Cattle,Breeder,Vietnam,1641,2015
Sea,Feb,WA,Fremantle,Cattle,Feeder,Vietnam,4563,2015
Air,Feb,VIC,Melbourne,Cattle,Breeder,Vietnam,185,2015
Sea,Feb,WA,Fremantle,Cattle,Slaughter,Vietnam,601,2015
Sea,Feb,QLD,Townsville,Cattle,Feeder,Indonesia,3112,2015
Air,Feb,SA,Adelaide,Goats,Slaughter,Malaysia,1783,2015
Air,Feb,SA,Adelaide,Sheep,Slaughter,Malaysia,422,2015
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Qatar,35000,2015
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Bahrain,30000,2015
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Kuwait,11597,2015
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia,88,2015
Air,Feb,VIC,Melbourne,Goats,Breeder,United Arab Emirates,105,2015
Sea,Feb,WA,Fremantle,Cattle,Breeder,Kuwait,256,2015
Sea,Feb,WA,Fremantle,Cattle,Feeder,Indonesia,1854,2015
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia,96,2015
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia,46,2015
Air,Feb,WA,Perth,Goats,Slaughter,Malaysia,64,2015
Air,Feb,NSW,Sydney,Goats,Slaughter,Malaysia,1516,2015
Air,Feb,VIC,Melbourne,Cattle,Breeder,Vietnam,212,2015
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia,3067,2015
Sea,Feb,QLD,Townsville,Cattle,Feeder,Indonesia,6104,2015
Sea,Feb,WA,Fremantle,Cattle,Breeder,Vietnam,146,2015
Sea,Feb,WA,Fremantle,Cattle,Slaughter,Vietnam,2572,2015
Sea,Feb,WA,Fremantle,Cattle,Feeder,Indonesia,271,2015
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia,3917,2015
Sea,Feb,VIC,Portland,Cattle,Breeder,Pakistan,814,2015
Air,Feb,WA,Perth,Goats,Slaughter,Malaysia,100,2015
Air,Feb,VIC,Melbourne,Goats,Breeder,Malaysia,276,2015
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Jordan,49804,2015
Sea,Feb,WA,Fremantle,Cattle,Feeder,Israel,9975,2015
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia,89,2015
Sea,Feb,QLD,Townsville,Cattle,Slaughter,Vietnam,2074,2015
Air,Feb,WA,Perth,Goats,Slaughter,Malaysia,100,2015
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia,3832,2015
Air,Feb,VIC,Melbourne,Alpacas,Breeder,New Zealand,12,2015
Sea,Feb,VIC,Portland,Cattle,Feeder,Vietnam,4902,2015
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia,1771,2015
Air,Feb,NSW,Sydney,Cattle,Breeder,Malaysia,110,2015
Air,Feb,NSW,Sydney,Goats,Slaughter,Malaysia,591,2015
Air,Feb,NSW,Sydney,Cattle,Breeder,Malaysia,36,2015
Sea,Feb,QLD,Townsville,Cattle,Slaughter,Vietnam,2581,2015
Sea,Feb,WA,Fremantle,Cattle,Breeder,Pakistan,521,2015
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia,7088,2015
Sea,Feb,NT,Darwin,Cattle,Slaughter,Vietnam,1418,2015
Sea,Feb,WA,Geraldton,Cattle,Slaughter,Vietnam,1164,2015
Sea,Feb,WA,Geraldton,Cattle,Slaughter,Malaysia,1248,2015
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia,2050,2015
Air,Feb,NSW,Sydney,Goats,Slaughter,Malaysia,942,2015
Air,Feb,NSW,Sydney,Sheep,Slaughter,Malaysia,201,2015
Air,Feb,VIC,Melbourne,Goats,Breeder,United Arab Emirates,58,2015
Sea,Feb,WA,Fremantle,Cattle,Slaughter,Malaysia,1516,2015
Sea,Feb,WA,Fremantle,Cattle,Slaughter,Thailand,1443,2015
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia,117,2015
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia,45,2015
Air,Feb,WA,Perth,Goats,Slaughter,Malaysia,58,2015
Sea,Feb,QLD,Townsville,Cattle,Feeder,Indonesia,9674,2015
Sea,Feb,QLD,Townsville,Cattle,Slaughter,Vietnam,999,2015
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Malaysia,2100,2015
Sea,Feb,WA,Fremantle,Cattle,Slaughter,Malaysia,644,2015
Sea,Feb,WA,Fremantle,Cattle,Feeder,Indonesia,700,2015
Air,Feb,VIC,Melbourne,Sheep,Breeder,Qatar,14,2015
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Kuwait,65618,2015
Sea,Feb,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,20000,2015
Sea,Feb,WA,Fremantle,Cattle,Slaughter,United Arab Emirates,298,2015
Sea,Feb,QLD,Townsville,Cattle,Slaughter,Vietnam,6132,2015
Air,Feb,SA,Adelaide,Goats,Slaughter,Malaysia,2055,2015
Air,Feb,SA,Adelaide,Sheep,Slaughter,Malaysia,217,2015
Sea,Feb,QLD,Townsville,Cattle,Breeder,Vietnam,809,2015
Sea,Feb,QLD,Townsville,Cattle,Feeder,Vietnam,2060,2015
Sea,Feb,NT,Darwin,Cattle,Breeder,Vietnam,1346,2015
Sea,Feb,NT,Darwin,Cattle,Slaughter,Vietnam,2690,2015
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia,89,2015
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia,96,2015
Air,Feb,WA,Perth,Goats,Slaughter,Malaysia,114,2015
Sea,Feb,NT,Darwin,Cattle,Slaughter,Thailand,924,2015
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia,2956,2015
Air,Feb,NSW,Sydney,Goats,Slaughter,Malaysia,1940,2015
Air,Feb,NSW,Sydney,Sheep,Slaughter,Malaysia,600,2015
Sea,Mar,QLD,Townsville,Cattle,Slaughter,Malaysia,3465,2015
Sea,Mar,WA,Fremantle,Cattle,Slaughter,Mauritius,1903,2015
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia,1919,2015
Air,Mar,SA,Adelaide,Goats,Slaughter,Malaysia,950,2015
Air,Mar,SA,Adelaide,Sheep,Slaughter,Malaysia,833,2015
Air,Mar,SA,Adelaide,Cattle,Slaughter,Malaysia,88,2015
Sea,Mar,NT,Darwin,Cattle,Slaughter,Vietnam,1308,2015
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia,162,2015
Air,Mar,VIC,Melbourne,Goats,Breeder,United Arab Emirates,100,2015
Sea,Mar,NT,Darwin,Cattle,Slaughter,Vietnam,6899,2015
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia,96,2015
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia,50,2015
Air,Mar,WA,Perth,Goats,Slaughter,Malaysia,100,2015
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia,3382,2015
Air,Mar,NSW,Sydney,Cattle,Breeder,Malaysia,72,2015
Air,Mar,NSW,Sydney,Goats,Slaughter,Malaysia,932,2015
Air,Mar,NSW,Sydney,Sheep,Slaughter,Malaysia,337,2015
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia,2858,2015
Air,Mar,NSW,Sydney,Cattle,Breeder,Japan,306,2015
Sea,Mar,QLD,Brisbane,Cattle,Feeder,Japan,630,2015
Sea,Mar,NT,Darwin,Cattle,Feeder,Philippines,3082,2015
Sea,Mar,QLD,Brisbane,Cattle,Feeder,Japan,450,2015
Air,Mar,WA,Perth,Goats,Slaughter,Malaysia,194,2015
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia,621,2015
Air,Mar,WA,Perth,Goats,Slaughter,Malaysia,56,2015
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia,105,2015
Air,Mar,NSW,Sydney,Cattle,Breeder,Vietnam,222,2015
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia,90,2015
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia,2547,2015
Sea,Mar,QLD,Townsville,Cattle,Feeder,Indonesia,2900,2015
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia,100,2015
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Qatar,30000,2015
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Bahrain,25000,2015
Sea,Mar,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,5000,2015
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Kuwait,17072,2015
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia,97,2015
Air,Mar,SA,Adelaide,Goats,Slaughter,Malaysia,2299,2015
Air,Mar,SA,Adelaide,Sheep,Slaughter,Malaysia,78,2015
Sea,Mar,QLD,Townsville,Cattle,Feeder,Vietnam,2531,2015
Air,Mar,NSW,Sydney,Cattle,Breeder,Vietnam,222,2015
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia,6447,2015
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia,444,2015
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia,100,2015
Sea,Mar,NT,Darwin,Buffalo,Slaughter,Vietnam,182,2015
Sea,Mar,NT,Darwin,Cattle,Slaughter,Vietnam,1289,2015
Sea,Mar,NT,Darwin,Cattle,Slaughter,Vietnam,2341,2015
Air,Mar,NSW,Sydney,Cattle,Breeder,Vietnam,4,2015
Sea,Mar,NT,Darwin,Cattle,Feeder,Vietnam,3914,2015
Sea,Mar,QLD,Townsville,Cattle,Slaughter,Vietnam,2046,2015
Sea,Mar,VIC,Portland,Cattle,Breeder,China,2200,2015
Air,Mar,NSW,Sydney,Cattle,Breeder,Malaysia,240,2015
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia,4200,2015
Sea,Mar,QLD,Townsville,Cattle,Feeder,Indonesia,7050,2015
Air,Mar,VIC,Melbourne,Goats,Slaughter,Malaysia,1085,2015
Air,Mar,VIC,Melbourne,Sheep,Slaughter,Malaysia,134,2015
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia,168,2015
Sea,Mar,NT,Darwin,Cattle,Slaughter,Vietnam,1290,2015
Air,Mar,VIC,Melbourne,Goats,Slaughter,Malaysia,810,2015
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia,96,2015
Air,Mar,NSW,Sydney,Cattle,Breeder,Vietnam,222,2015
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Kuwait,4427,2015
Air,Mar,NSW,Sydney,Cattle,Breeder,Taiwan,3,2015
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Bahrain,25000,2015
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Qatar,30000,2015
Sea,Mar,WA,Fremantle,Cattle,Slaughter,Qatar,50,2015
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Kuwait,20849,2015
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Oman,4000,2015
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia,85,2015
Air,Mar,SA,Adelaide,Goats,Slaughter,Malaysia,1956,2015
Air,Mar,SA,Adelaide,Sheep,Slaughter,Malaysia,300,2015
Sea,Mar,NT,Darwin,Cattle,Slaughter,Thailand,1381,2015
Sea,Mar,QLD,Karumba,Cattle,Slaughter,Brunei Darussalam,1099,2015
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia,89,2015
Air,Apr,VIC,Melbourne,Cattle,Breeder,United Arab Emirates,11,2015
Air,Apr,VIC,Melbourne,Goats,Breeder,United Arab Emirates,188,2015
Sea,Apr,WA,Broome,Cattle,Feeder,Indonesia,6459,2015
Sea,Apr,QLD,Townsville,Cattle,Feeder,Indonesia,3871,2015
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia,2896,2015
Sea,Apr,SA,Port Adelaide,Cattle,Feeder,Russia,4126,2015
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia,3881,2015
Sea,Apr,SA,Port Adelaide,Cattle,Breeder,Russia,314,2015
Sea,Apr,SA,Port Adelaide,Cattle,Feeder,Israel,3193,2015
Sea,Apr,SA,Port Adelaide,Sheep,Feeder,Israel,1370,2015
Sea,Apr,QLD,Townsville,Cattle,Feeder,Indonesia,1952,2015
Sea,Apr,QLD,Townsville,Cattle,Feeder,Indonesia,800,2015
Air,Apr,NSW,Sydney,Goats,Slaughter,Malaysia,734,2015
Air,Apr,NSW,Sydney,Sheep,Slaughter,Malaysia,30,2015
Air,Apr,NSW,Sydney,Cattle,Breeder,Malaysia,105,2015
Sea,Apr,NT,Darwin,Cattle,Feeder,Philippines,3000,2015
Sea,Apr,NT,Darwin,Cattle,Feeder,Philippines,2400,2015
Sea,Apr,NT,Darwin,Cattle,Slaughter,Vietnam,1606,2015
Sea,Apr,NT,Darwin,Buffalo,Slaughter,Vietnam,407,2015
Sea,Apr,QLD,Townsville,Cattle,Feeder,Indonesia,6917,2015
Sea,Apr,SA,Port Adelaide,Sheep,Slaughter,Qatar,40000,2015
Sea,Apr,SA,Port Adelaide,Sheep,Slaughter,Kuwait,5592,2015
